0.05,-0.28,-0.70,0.58,-0.97,-2.07,-1.88,69,124,-59
0.10,-0.28,-0.71,0.58,-1.51,-2.76,-0.53,70,124,-59
0.15,-0.27,-0.71,0.58,-5.64,-0.21,-0.84,69,122,-61
0.20,-0.26,-0.67,0.58,-8.67,1.93,-4.94,71,123,-61
0.25,-0.24,-0.66,0.57,-8.35,-0.94,-9.06,70,123,-61
0.30,-0.26,-0.70,0.60,-0.75,-5.34,-9.62,70,121,-61
0.35,-0.29,-0.76,0.62,-0.96,-0.63,-4.92,70,123,-61
0.41,-0.30,-0.75,0.63,-2.16,8.03,-1.59,70,122,-62
0.46,-0.28,-0.73,0.59,3.47,3.94,0.03,70,124,-61
0.51,-0.28,-0.72,0.59,5.36,2.70,0.37,71,124,-60
0.56,-0.28,-0.73,0.56,5.42,2.01,-0.34,70,122,-59
0.61,-0.28,-0.73,0.57,6.12,-0.26,-0.08,68,123,-60
0.67,-0.28,-0.72,0.59,5.74,2.48,2.85,70,124,-60
0.72,-0.27,-0.69,0.58,7.80,0.47,0.60,71,123,-60
0.77,-0.27,-0.68,0.60,7.85,2.14,-2.13,69,122,-59
0.82,-0.26,-0.70,0.59,5.69,3.72,-5.84,70,122,-60
0.87,-0.27,-0.71,0.59,4.08,1.53,-1.62,70,121,-60
0.93,-0.27,-0.68,0.59,4.94,-0.55,-3.56,71,123,-59
0.98,-0.27,-0.69,0.61,1.43,0.72,-5.18,72,122,-60
1.03,-0.27,-0.69,0.61,3.06,-0.24,-2.86,70,121,-60
1.08,-0.28,-0.71,0.63,2.51,2.05,-4.85,70,120,-60
1.13,-0.27,-0.71,0.65,5.17,-0.85,-2.20,70,122,-58
1.19,-0.28,-0.71,0.67,5.55,4.69,1.85,70,120,-58
1.24,-0.26,-0.68,0.65,2.75,5.73,0.47,70,121,-58
1.29,-0.25,-0.66,0.61,5.44,-1.63,3.19,68,122,-60
1.34,-0.26,-0.66,0.61,5.04,-4.58,3.53,70,122,-57
1.39,-0.27,-0.66,0.61,3.27,-6.32,3.52,71,123,-60
1.45,-0.27,-0.65,0.65,0.66,-1.09,6.64,71,121,-58
1.50,-0.26,-0.64,0.66,-1.89,-0.46,4.15,70,123,-58
