0.05,-0.19,-0.95,-0.33,-0.96,-1.27,-2.39,59,107,-108
0.10,-0.19,-0.94,-0.33,-2.72,-1.82,-2.75,60,108,-107
0.15,-0.20,-0.92,-0.33,-3.23,-2.50,-4.42,57,108,-106
0.20,-0.20,-0.92,-0.34,-2.53,-6.58,-5.97,59,108,-108
0.25,-0.19,-0.92,-0.35,-4.90,-9.53,-9.13,59,108,-107
0.31,-0.17,-0.91,-0.35,-5.06,-13.53,-13.53,59,110,-109
0.37,-0.17,-0.94,-0.34,-0.34,-19.54,-16.71,58,107,-107
0.43,-0.16,-0.97,-0.34,-3.42,-16.69,-14.89,58,109,-111
0.49,-0.14,-0.95,-0.34,-12.34,-10.18,-10.41,59,110,-108
0.54,-0.12,-0.90,-0.35,-14.89,-11.13,-15.47,57,108,-107
0.60,-0.10,-0.90,-0.36,-10.64,-17.07,-23.99,58,107,-108
0.66,-0.10,-0.92,-0.36,-14.20,-14.62,-31.65,58,107,-109
0.72,-0.11,-0.94,-0.39,-17.59,-14.78,-30.03,57,107,-109
0.78,-0.08,-0.95,-0.42,-32.84,-9.83,-30.89,56,106,-111
0.84,-0.04,-0.90,-0.44,-32.85,-13.63,-34.45,55,106,-112
0.90,-0.02,-0.93,-0.47,-43.56,-10.88,-45.59,54,105,-112
0.96,0.01,-0.99,-0.53,-62.53,-13.82,-38.73,51,107,-115
1.02,0.05,-1.04,-0.54,-72.31,-7.58,-45.78,48,104,-116
1.07,0.16,-1.11,-0.57,-58.37,-23.90,-50.80,44,105,-115
1.13,0.22,-1.26,-0.52,-60.66,-4.78,-45.17,44,104,-117
1.19,0.24,-1.42,-0.50,-62.81,62.32,2.92,40,100,-120
1.24,0.39,-1.49,-0.59,-2.64,85.58,52.17,40,95,-120
1.30,0.48,-1.60,-0.71,74.17,90.22,157.33,43,96,-121
1.35,0.59,-1.93,-0.83,95.86,98.82,249.99,47,91,-119
1.41,0.73,-2.00,-0.87,37.23,134.44,249.99,51,97,-118
1.47,1.36,-1.80,-0.65,-123.31,219.08,249.99,43,104,-122
1.52,1.55,-0.98,-0.45,-106.82,105.30,249.99,30,102,-125
1.58,1.10,0.04,-0.53,-54.91,-10.31,249.99,24,102,-125
1.64,0.70,0.54,-0.52,-13.40,-31.23,145.20,21,103,-128
1.70,0.34,0.65,-0.59,3.69,-20.17,78.29,20,103,-126
1.75,0.13,0.69,-0.64,11.30,-16.42,42.76,21,104,-124
1.81,0.00,0.73,-0.66,21.45,-4.30,17.16,22,104,-124
1.86,-0.17,0.78,-0.77,21.54,4.85,-8.68,23,102,-125
1.91,-0.31,0.74,-0.88,14.51,13.49,-10.53,24,102,-126
